"pclass","new.title","ticket.party.size","avg.fare","survived"
"3","Mr.",1,7.8958,"0"
"2","Mrs.",5,13,"1"
"2","Master.",2,7.25,"1"
"3","Mr.",1,7.7958,"0"
"2","Mr.",1,11.5,"0"
"3","Mr.",1,8.05,"0"
"1","Mrs.",3,28.8333333333333,"1"
"3","Mr.",2,7.25,"0"
"3","Mr.",1,7.125,"0"
"3","Mr.",1,7.2292,"1"
"1","Mrs.",4,30,"1"
"3","Mr.",1,7.775,"0"
"1","Mrs.",3,25.9861,"1"
"1","Mr.",1,39.6,"0"
"3","Miss.",1,7.75,"0"
"3","Mr.",3,8.05,"0"
"3","Mr.",1,8.3625,"0"
"3","Mr.",1,9.5,"0"
"3","Mr.",1,7.8542,"0"
"2","Mrs.",2,5.25,"0"
"3","Mr.",1,7.225,"0"
"2","Mrs.",2,11.5,"1"
"3","Mr.",1,7.75,"0"
"3","Mr.",1,7.75,"0"
"3","Miss.",2,6.2375,"1"
"3","Mr.",1,7.7375,"0"
"1","Mrs.",4,52.834375,"1"
"3","Miss.",1,7.2292,"1"
"1","Mrs.",2,28.5,"1"
"1","Mr.",1,30,"0"
"3","Mr.",4,5.8625,"0"
"3","Mr.",1,7.05,"0"
"3","Mr.",1,7.25,"0"
"3","Miss.",1,7.4958,"1"
"3","Master.",6,4.85416666666667,"0"
"3","Master.",4,5.14375,"1"
"1","Mr.",2,39.6,"0"
"3","Mr.",1,7.75,"0"
"2","Mr.",2,13,"0"
"3","Miss.",11,6.32272727272727,"0"
"1","Mr.",1,30.6958,"0"
"3","Mr.",1,7.8958,"0"
"2","Mr.",1,13,"0"
"1","Mr.",1,25.9292,"1"
"3","Mrs.",1,8.6833,"1"
"3","Mr.",1,7.2292,"0"
"3","Mrs.",3,8.05,"0"
"2","Mr.",2,6.5,"0"
"2","Mrs.",3,8.75,"1"
"1","Master.",4,30,"1"
"3","Master.",2,4.25835,"1"
"3","Mr.",1,6.975,"1"
"3","Mr.",1,7.775,"0"
"1","Mr.",1,0,"0"
"3","Miss.",1,7.775,"0"
"2","Mr.",1,13,"0"
"1","Mrs.",2,26.55,"1"
"3","Mr.",1,7.8875,"0"
"3","Mr.",3,8.05,"0"
"2","Mr.",1,10.5,"0"
"3","Miss.",7,4.46785714285714,"0"
"3","Mr.",1,8.05,"0"
"1","Mr.",2,0,"0"
"3","Miss.",1,7.925,"0"
"2","Mr.",3,12.3347333333333,"0"
"3","Mr.",1,6.45,"0"
"3","Master.",6,4.65,"0"
"1","Mrs.",4,23.375,"1"
"3","Mr.",1,8.6625,"1"
"1","Mr.",1,0,"0"
"3","Mrs.",2,6.2375,"1"
"3","Master.",7,5.66964285714286,"0"
"3","Mr.",1,6.95,"0"
"3","Mr.",8,7.061975,"0"
"2","Master.",3,12.3347333333333,"1"
"3","Mr.",1,7.75,"1"
"1","Mrs.",2,40,"1"
"3","Mrs.",2,7.2271,"1"
"2","Master.",3,6.25,"1"
"3","Mr.",1,7.2292,"0"
"3","Mr.",1,7.8542,"0"
"3","Mr.",1,8.3,"0"
"1","Miss.",3,27.7194333333333,"1"
"3","Mr.",1,8.6625,"0"
"3","Mr.",1,8.05,"0"
"3","Mr.",8,7.061975,"1"
"1","Mr.",1,29.7,"1"
"3","Mr.",1,7.925,"0"
"2","Mr.",2,5.25,"0"
"1","Miss.",2,15.5,"1"
"3","Mr.",1,6.4375,"0"
"3","Mr.",1,8.6625,"0"
"3","Mr.",1,7.55,"0"
"3","Mr.",11,6.32272727272727,"0"
"3","Mr.",1,7.8958,"0"
"2","Mr.",3,11,"0"
"1","Mrs.",2,44.5521,"1"
"3","Master.",7,4.46785714285714,"0"
"3","Mr.",1,7.775,"0"
"3","Miss.",3,5.08193333333333,"0"
"1","Miss.",2,19.7,"1"
"2","Mrs.",2,13,"0"
"3","Mrs.",2,4.675,"1"
"1","Mrs.",4,41.216675,"1"
"1","Mr.",1,26.55,"1"
"3","Mrs.",4,4.814575,"1"
"3","Mr.",1,7.2292,"0"
"3","Mr.",2,7.05415,"0"
"2","Mr.",1,11.5,"0"
"1","Mrs.",1,25.9292,"1"
"3","Miss.",11,6.32272727272727,"0"
"2","Mr.",1,13,"0"
"2","Mrs.",1,13,"1"
"2","Miss.",1,13.8583,"1"
"1","Mr.",1,50.4958,"0"
"3","Mr.",1,9.5,"0"
"3","Master.",3,3.7111,"1"
"3","Mr.",1,7.8958,"0"
"1","Mrs.",2,26.2771,"1"
"1","Mr.",1,5,"0"
"3","Mr.",1,9,"0"
"2","Mrs.",2,12,"1"
"3","Miss.",1,7.225,"1"
"3","Mr.",2,4.60835,"0"
"3","Mr.",1,7.8958,"0"
"3","Mr.",1,7.8958,"0"
"1","Mrs.",3,27.7194333333333,"1"
"2","Mrs.",2,13,"1"
"3","Mr.",1,7.8958,"0"
"3","Miss.",1,10.5167,"0"
"2","Mr.",1,10.5,"0"
"3","Mr.",1,7.05,"0"
"3","Mrs.",6,4.85416666666667,"0"
"2","Mr.",1,13,"0"
"1","Miss.",1,30,"1"
"3","Miss.",4,5.8625,"0"
"1","Mr.",1,30,"1"
"3","Mr.",1,7.75,"0"
